experiment,year,cropped section,new start date,new end date,operation,sections,method,operation type,flag,intensity,Amount,Units,water,water unit,variety,dressing,machine,orig_operation
Broadbalk,1949,cropped sections,27/04/1949,,N applied,,,agronomic fertilization process,4,,,,,,,,,Nitrogenous fertilisers applied
Broadbalk,1949,cropped sections,23/05/1949,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1950,cropped sections,05/09/1949,06/09/1949,dung applied,,,agronomic fertilization process,4,,,,,,,,,Dung applied and ploughed in
Broadbalk,1950,cropped sections,03/11/1949,04/11/1949,Artificials applied,,,agronomic fertilization process,4,,,,,,,,,Artificials applied
Broadbalk,1950,cropped sections,20/04/1950,,N applied,,,agronomic fertilization process,4,,,,,,,,,Nitrogenous fertilisers applied
Broadbalk,1950,cropped sections,04/05/1950,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1951,cropped sections,08/09/1950,,dung applied,,,agronomic fertilization process,4,,,,,,,,,Dung applied and ploughed in
Broadbalk,1951,cropped sections,23/10/1950,,Autumn application of artificials,,,agronomic fertilization process,4,,,,,,,,,Autumn application of artificials
Broadbalk,1951,cropped sections,11/04/1951,,spring N applied,,,agronomic fertilization process,4,,,,,,,,,Spring application of nitrogenous fertilisers
Broadbalk,1951,cropped sections,08/05/1951,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1952,cropped sections,07/09/1951,,dung applied,,,agronomic fertilization process,4,,,,,,,,,"Dung applied, ploughed all plots"
Broadbalk,1952,cropped sections,22/10/1951,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1952,cropped sections,21/04/1952,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1952,cropped sections,13/05/1952,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1953,cropped sections,03/09/1952,,dung applied,,,agronomic fertilization process,4,,,,,,,,,"Dung applied, ploughed all plots"
Broadbalk,1953,cropped sections,11/11/1952,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1953,cropped sections,25/04/1953,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1953,cropped sections,13/05/1953,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1954,cropped sections,16/09/1953,,dung applied,,,agronomic fertilization process,4,,,,,,,,,"Dung applied, ploughed all plots"
Broadbalk,1954,cropped sections,21/10/1953,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1954,cropped sections,22/04/1954,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1954,cropped sections,11/05/1954,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1955,cropped sections,21/10/1954,,dung applied,,,agronomic fertilization process,4,,,,,,,,,"Dung applied, ploughed all plots"
Broadbalk,1955,cropped sections,05/11/1954,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1955,cropped sections,16/05/1955,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1955,cropped sections,01/06/1955,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1956,cropped sections,06/09/1955,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1956,cropped sections,29/09/1955,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1956,cropped sections,02/05/1956,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1956,cropped sections,09/05/1956,10/05/1956,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1957,cropped sections,04/10/1956,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1957,cropped sections,29/10/1956,06/11/1956,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1957,cropped sections,29/04/1957,30/04/1957,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1957,cropped sections,16/05/1957,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1958,cropped sections,04/09/1957,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1958,cropped sections,20/11/1957,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1958,cropped sections,30/04/1958,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1958,cropped sections,15/05/1958,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1959,cropped sections,10/11/1958,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1959,cropped sections,04/12/1958,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1959,cropped sections,27/04/1959,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1959,cropped sections,06/05/1959,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1960,cropped sections,21/09/1959,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1960,cropped sections,07/10/1959,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1960,cropped sections,04/04/1960,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1960,cropped sections,28/04/1960,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1961,cropped sections,10/10/1960,,dung applied,,,agronomic fertilization process,4,,,,,,,,,"Dung applied, ploughed in"
Broadbalk,1961,cropped sections,17/01/1961,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1961,cropped sections,17/04/1961,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1961,cropped sections,03/05/1961,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1962,cropped sections,07/09/1961,,dung applied,,,agronomic fertilization process,4,,,,,,,,,"Dung, ground chalk applied, all plots ploughed"
Broadbalk,1962,cropped sections,29/09/1961,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1962,cropped sections,17/04/1962,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1962,cropped sections,04/05/1962,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1963,cropped sections,04/10/1962,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1963,cropped sections,23/10/1962,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1963,cropped sections,24/04/1963,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1963,cropped sections,06/05/1963,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1964,cropped sections,24/09/1963,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1964,cropped sections,15/10/1963,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1964,cropped sections,13/04/1964,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1964,cropped sections,17/04/1964,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1965,cropped sections,13/10/1964,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1965,cropped sections,19/10/1964,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1965,cropped sections,26/04/1965,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1965,cropped sections,10/05/1965,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1966,cropped sections,28/10/1965,,dung applied,,,agronomic fertilization process,4,,,,,,,,,dung applied
Broadbalk,1966,cropped sections,15/11/1965,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1966,cropped sections,02/05/1966,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1966,cropped sections,16/05/1966,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1967,cropped sections,14/10/1966,,dung applied,,,agronomic fertilization process,4,,,,,,,,,"Dung applied, ploughed in"
Broadbalk,1967,cropped sections,02/11/1966,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1967,cropped sections,19/04/1967,,spring fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,spring fertilizers applied
Broadbalk,1967,cropped sections,27/04/1967,,Second dressing of nitrate of soda, plot 16,,agronomic fertilization process,4,,,,,,,,,Second dressing of nitrate of soda applied to plot 16
Broadbalk,1968,all sections,18/09/1967,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1968,all sections,19/09/1967,,autumn fertilizers applied,"Plots 1, 3",,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1968,spring beans,26/03/1968,,Nitro-chalk applied,,,agronomic fertilization process,4,,,,,,,,,Nitro-chalk applied
Broadbalk,1968,winter wheat,10/04/1968,,nitro-chalk applied (plot 20 omitted in error),,,agronomic fertilization process,4,,,,,,,,,'Nitrochalk' applied (plot 20 omitted in error)
Broadbalk,1968,winter wheat,17/06/1968,,Nitro-chalk applied, plot 20,sprayed,agronomic fertilization process,4,,,,,,,,,"The second sprayed was applied because of rain during spring on 4th May, Nitro-chalk' applied to plot 20"
Broadbalk,1969,potatoes,09/04/1969,,Nitro-chalk applied,,,agronomic fertilization process,4,,,,,,,,,Nitro-chalk applied
Broadbalk,1969,spring beans,09/04/1969,,Nitro-chalk applied,,,agronomic fertilization process,4,,,,,,,,,Nitro-chalk applied
Broadbalk,1969,all sections,25/09/1968,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1969,all sections,04/10/1968,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1969,all sections,04/10/1968,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1969,winter wheat,17/04/1969,,Nitro-chalk applied,,,agronomic fertilization process,4,,,,,,,,,Nitro-chalk applied
Broadbalk,1970,all sections,29/09/1969,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1970,all sections,01/10/1969,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1970,potatoes,17/04/1970,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1970,spring beans,17/04/1970,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1970,winter wheat,30/04/1970,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1971,all plots,18/09/1970,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1971,all plots,22/09/1970,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1971,potatoes,02/04/1971,,N applied,,,agronomic fertilization process,4,,,,,,,,,"WN applied, plots rotary cultivated"
Broadbalk,1971,spring beans,24/02/1971,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1971,winter wheat,08/04/1971,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1972,all plots,21/09/1971,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1972,all plots,29/09/1971,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1972,potatoes,18/04/1972,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1972,spring beans,16/03/1972,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1972,winter wheat,18/04/1972,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1973,all sections,03/10/1972,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1973,all sections,11/10/1972,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1973,potatoes,06/04/1973,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1973,spring beans,21/03/1973,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1973,winter wheat,13/04/1973,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1974,all sections,04/10/1973,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,autumn fertilizers applied
Broadbalk,1974,all sections,05/10/1973,,castor meal,,,agronomic fertilization process,4,,,,,,,,,Castor meal applied
Broadbalk,1974,all sections,09/10/1973,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1974,potatoes,16/04/1974,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1974,spring beans,08/03/1974,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1974,winter wheat,11/04/1974,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1975,all sections,21/10/1974,,superphosphate,,,agronomic fertilization process,4,,,,,,,,,Superphosphate applied
Broadbalk,1975,all sections,24/10/1974,,Other autumn fertilisers,,,agronomic fertilization process,4,,,,,,,,,Other autumn fertilisers and castor meal applied
Broadbalk,1975,all sections,24/10/1974,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1975,all sections,04/11/1974,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1975,potatoes,05/05/1975,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1975,spring beans,04/03/1975,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1975,winter wheat,22/04/1975,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1976,all sections,30/09/1975,,autumn fertilizers applied,,,agronomic fertilization process,4,,,,,,,,,"autumn fertilizers, castor meal applied"
Broadbalk,1976,all sections,30/09/1975,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1976,all sections,09/10/1975,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1976,potatoes,25/03/1976,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1976,spring beans,27/02/1976,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1976,winter wheat,31/03/1976,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1977,all sections,05/10/1976,,K sulphate of potash,,,agronomic fertilization process,4,,,,,,,,,"Sulphate of potash, superphosphate applied"
Broadbalk,1977,all sections,05/10/1976,,superphosphate,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1977,all sections,08/10/1976,,kieserite,,,agronomic fertilization process,4,,,,,,,,,"Kieserite, sulphate of soda, castor meal applied"
Broadbalk,1977,all sections,08/10/1976,,sulphate of soda,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1977,all sections,08/10/1976,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1977,all sections,11/10/1976,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1977,all sections,08/10/1976,,Sulphate of soda applied,,,agronomic fertilization process,4,,,,,,,,,Sulphate of soda applied
Broadbalk,1977,all sections,08/10/1976,,kieserite,,,agronomic fertilization process,4,,,,,,,,,Kieserite applied
Broadbalk,1977,all sections,08/10/1976,,castor meal,,,agronomic fertilization process,4,,,,,,,,,Castor meal applied
Broadbalk,1977,potatoes,18/04/1977,,N applied,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1977,potatoes,22/06/1977,,rotary ridged,FYM plots,,agronomic fertilization process,4,,,,,,,,,FYM plots rotary ridged
Broadbalk,1977,spring beans,07/03/1977,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1977,winter wheat,18/04/1977,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1978,all sections,22/09/1977,,superphosphate,,,agronomic fertilization process,4,,,,,,,,,"Superphosphate, sulphate of soda, kieserite,, castor meal applied"
Broadbalk,1978,all sections,22/09/1977,,sulphate of soda,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1978,all sections,22/09/1977,,kieserite,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1978,all sections,22/09/1977,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1978,all sections,23/09/1977,,Applied Sulphate of Potash,,,agronomic fertilization process,4,,,,,,,,,Sulphate of potash applied
Broadbalk,1978,all sections,04/10/1977,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1978,potatoes,25/04/1978,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1978,spring beans,10/03/1978,,N applied,,,agronomic fertilization process,4,,,,,,,,,"N applied, rotary harrowed, seed sown"
Broadbalk,1978,winter wheat,08/05/1978,,N applied,,,agronomic fertilization process,4,,,,,,,,,N
Broadbalk,1979,all sections,02/10/1978,,K sulphate of potash,,,agronomic fertilization process,4,,,,,,,,,"Sulphate of potash, sulphate of soda, kieserite, castor meal applied"
Broadbalk,1979,all sections,02/10/1978,,sulphate of soda,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1979,all sections,02/10/1978,,kieserite,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1979,all sections,02/10/1978,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1979,all sections,03/10/1978,,superphosphate,,,agronomic fertilization process,4,,,,,,,,,Superphosphate applied
Broadbalk,1979,all sections,04/10/1978,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1979,cropped sections,03/05/1979,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1980,all sections,24/09/1979,,K sulphate of potash,,,agronomic fertilization process,4,,,,,,,,,"Sulphate of potash, sulphate of soda,, kieserite applied"
Broadbalk,1980,all sections,24/09/1979,,sulphate of soda,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1980,all sections,24/09/1979,,kieserite,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1980,all sections,25/09/1979,,castor meal,,,agronomic fertilization process,4,,,,,,,,,Castor meal and superphosphate applied
Broadbalk,1980,all sections,25/09/1979,,superphosphate,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1980,all sections,26/09/1979,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1980,cropped sections,10/04/1980,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1980,potatoes,17/04/1980,,N applied,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1981,all sections,08/09/1980,,superphosphate,,,agronomic fertilization process,4,,,,,,,,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, castor meal applied"
Broadbalk,1981,all sections,08/09/1980,,K sulphate of potash,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1981,all sections,08/09/1980,,sulphate of soda,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1981,all sections,08/09/1980,,kieserite,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1981,all sections,08/09/1980,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1981,all sections,10/09/1980,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1981,cropped sections,15/04/1981,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1981,potatoes,17/04/1981,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1982,potatoes,17/04/1982,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1982,winter wheat,15/04/1982,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1983,all sections,16/09/1982,,superphosphate,,,agronomic fertilization process,4,,,,,,,,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, castor meal applied"
Broadbalk,1983,all sections,16/09/1982,,K sulphate of potash,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1983,all sections,16/09/1982,,sulphate of soda,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1983,all sections,16/09/1982,,kieserite,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1983,all sections,16/09/1982,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1983,all sections,20/09/1982,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,"FYM applied, ploughed"
Broadbalk,1983,cropped sections,16/09/1982,,autumn N applied, plot 18,,agronomic fertilization process,4,,,,,,,,,autumn N applied to plot 18
Broadbalk,1983,cropped sections,15/04/1983,,spring N applied,,,agronomic fertilization process,4,,,,,,,,,spring N applied
Broadbalk,1983,potatoes,05/05/1983,,N applied,,,agronomic fertilization process,4,,,,,,,,,"N applied, heavy spring-tine cultivated"
Broadbalk,1984,all sections,06/09/1983,,K sulphate of potash,,,agronomic fertilization process,4,,,,,,,,,"Sulphate of potash, sulphate of soda, kieserite, castor meal applied"
Broadbalk,1984,all sections,06/09/1983,,sulphate of soda,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1984,all sections,06/09/1983,,kieserite,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1984,all sections,06/09/1983,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1984,all sections,07/09/1983,,superphosphate,,,agronomic fertilization process,4,,,,,,,,,Superphosphate applied
Broadbalk,1984,all sections,08/09/1983,,FYM applied,,,agronomic fertilization process,4,,,,,,,,,FYM applied
Broadbalk,1984,cropped sections,07/09/1983,,autumn N applied,,,agronomic fertilization process,4,,,,,,,,,autumn N applied
Broadbalk,1984,cropped sections,13/04/1984,,spring N applied,,,agronomic fertilization process,4,,,,,,,,,spring N applied
Broadbalk,1984,potatoes,03/04/1984,,N applied,,,agronomic fertilization process,4,,,,,,,,,N applied
Broadbalk,1985,all sections,18/09/1984,,kieserite,,,agronomic fertilization process,4,,,,,,,,,"Kieserite, sulphate of soda, castor meal applied"
Broadbalk,1985,all sections,18/09/1984,,sulphate of soda,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1985,all sections,18/09/1984,,castor meal,,,agronomic fertilization process,4,,,,,,,,,
Broadbalk,1985,all sections,28/09/1984,,K sulphate of potash,,,agronomic fertilization process,4,,,,,,,,,"Sulphate of potash, superphosphate applied"
