record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,record,tidy_record,Column,rate,unit,water_volume,water_volume_unit
,1274,,W/CS/10,1964,stackyard series c,,,,,variety,1,spring Tick. ,Spring Tick,,,,,
,1275,,W/CS/10,1964,stackyard series c,,,,,note,1,The Winter beans failed through bird damage and the spring beans were sown with seedbed Cultivations,The Winter beans failed through bird damage and the spring beans were sown with seedbed Cultivations,,,,,
,1282,,W/CS/10,1965,stackyard series c,14-Oct-64,14/10/1964,,,diary record,1,rotary cultivated,rotary cultivated,,,,,
,1283,,W/CS/10,1965,stackyard series c,27-Oct-64,27/10/1964,,,diary record,1,rotary cultivated,rotary cultivated,,,,,
,1284,,W/CS/10,1965,stackyard series c,29-Mar-65,29/03/1965,,,diary record,1,"fertilizers applied, 0.5 cwt N as 'Nitro-chalk' combine drilled. seed drilled at 140 lb",Fertilizers applied,,,,,
,1284,,W/CS/10,1965,stackyard series c,29-Mar-65,29/03/1965,,,diary record,1,"fertilizers applied, 0.5 cwt N as 'Nitro-chalk' combine drilled. seed drilled at 140 lb",N as Nitro-chalk combine drilled,,0.5,cwt N per acre,,
,1284,,W/CS/10,1965,stackyard series c,29-Mar-65,29/03/1965,,,diary record,1,"fertilizers applied, 0.5 cwt N as 'Nitro-chalk' combine drilled. seed drilled at 140 lb",Seed drilled,,140,lb per acre,,
,1285,,W/CS/10,1965,stackyard series c,11-May-65,11/05/1965,,,diary record,1,"sprayed, mecoprop/2,4-D (Methoxone Extra at 6 pints in 34 gals)","sprayed, mecoprop/2,4-D (Methoxone Extra)",,6,pints per acre,34,gallons per acre
,1286,,W/CS/10,1965,stackyard series c,28-Aug-65,28/08/1965,,,diary record,1,combined started,combined started,,,,,
,1287,,W/CS/10,1965,stackyard series c,,,,,variety,1,Maris Badger,Maris Badger,,,,,
,1293,,W/CS/10,1966,stackyard series c,16-Sep-65,16/09/1965,,,diary record,1,ploughed,Ploughed,,,,,
,1294,,W/CS/10,1966,stackyard series c,10-Mar-65,10/03/1965,,,diary record,1,P and K applied,P and K applied,,,,,
,1295,,W/CS/10,1966,stackyard series c,11-Mar-66,11/03/1966,,,diary record,1,"0.5 cwt N Sulphate of ammonia applied, broadcast by machine, seed drilled at 140 lb","Sulphate of ammonia applied, broadcast by machine",,0.5,cwt N per acre,,
,1295,,W/CS/10,1966,stackyard series c,11-Mar-66,11/03/1966,,,diary record,1,"0.5 cwt N Sulphate of ammonia applied, broadcast by machine, seed drilled at 140 lb",Seed drilled,,140,lb per acre,,
,1296,,W/CS/10,1966,stackyard series c,11-May-66,11/05/1966,,,diary record,1,"sprayed, Ioxynil/mecoprop ('Actril C' at 4 pints in 35 gals)","sprayed, Ioxynil/mecoprop (Actril C)",,4,pints per acre,35,gallons per acre
,1297,,W/CS/10,1966,stackyard series c,07-Jun-66,07/06/1966,,,diary record,1,0.5 cwt N as 'Nitro-chalk' applied by machine,Nitro-chalk applied by machine,,0.5,cwt N per acre,,
,1298,,W/CS/10,1966,stackyard series c,08-Sep-66,08/09/1966,,,diary record,1,combine harvested,combine harvested,,,,,
,1299,,W/CS/10,1966,stackyard series c,,,,,variety,1,Maris Badger,Maris Badger,,,,,
,1306,,W/CS/10,1967,stackyard series c,27-Sep-66,27/09/1966,,,diary record,1,aminotriazole at 4 lb and ammonium thiocyanate 3.7 lb in 33 gals applied,aminotriazole applied,,4,lb per acre,33,gallons per acre
,1306,,W/CS/10,1967,stackyard series c,27-Sep-66,27/09/1966,,,diary record,1,aminotriazole at 4 lb and ammonium thiocyanate 3.7 lb in 33 gals applied,ammonium thiocyanate applied,,3.7,lb per acre,33,gallons per acre
,1307,,W/CS/10,1967,stackyard series c,28-Oct-66,28/10/1966,,,diary record,1,ploughed,Ploughed,,,,,
,1308,,W/CS/10,1967,stackyard series c,24-Feb-67,24/02/1967,,,diary record,1,P and K applied,P and K applied,,,,,
,1309,,W/CS/10,1967,stackyard series c,04-Mar-67,04/03/1967,,,diary record,1,"0.62 cwt N as Sulphate of ammonia applied, broadcast in the seedbed. seed drilled at 140 lb","Sulphate of ammonia applied, broadcast in the seedbed",,0.62,cwt N per acre,,
,1309,,W/CS/10,1967,stackyard series c,04-Mar-67,04/03/1967,,,diary record,1,"0.62 cwt N as Sulphate of ammonia applied, broadcast in the seedbed. seed drilled at 140 lb",Seed drilled,,140,lb per acre,,
,1310,,W/CS/10,1967,stackyard series c,21-Mar-67,21/03/1967,,,diary record,1,"0.38 cwt N as sulphate of ammonia applied, by hand as a top-dressing","sulphate of ammonia applied, by hand as a top-dressing",,0.38,cwt N per acre,,
,1311,,W/CS/10,1967,stackyard series c,09-May-67,09/05/1967,,,diary record,1,Ioxynil/mecoprop applied ('Actril C' at 5 pints in 35 gals),Ioxynil/mecoprop applied (Actril C),,5,pints per acre,35,gallons per acre
,1312,,W/CS/10,1967,stackyard series c,31-May-67,31/05/1967,,,diary record,1,Ioxynil/mecoprop applied ('Actril C' at 5 pints in 35 gals). (The second application was made because the first had litle effect),Ioxynil/mecoprop applied (Actril C). (The second application was made because the first had little effect),,5,pints per acre,35,gallons per acre
,1313,,W/CS/10,1967,stackyard series c,21-Aug-67,21/08/1967,,,diary record,1,combine harvested,combine harvested,,,,,
,1314,,W/CS/10,1967,stackyard series c,,,,,variety,1,Maris Badger,Maris Badger,,,,,
,4631,,W/CS/10,1968,stackyard series c,15-Nov-67,,,,diary record,,ploughed,Ploughed,,,,,
,4632,,W/CS/10,1968,stackyard series c,26-Mar-68,,,,diary record,,"'Nitro-chalk' applied, 2.0 cwt N as 'Nitro-chalk' broadcast before planting",Nitro-chalk broadcast before planting,2,cwtN/acre,,,
,4633,,W/CS/10,1968,stackyard series c,28-Mar-68,,,,diary record,,P and K applied plots rotary cultivated,PK applied,,,,,
,4633,,W/CS/10,1968,stackyard series c,28-Mar-68,,,,diary record,,P and K applied plots rotary cultivated,Plots rotary cultivated,,,,,
,4634,,W/CS/10,1968,stackyard series c,29-Mar-68,,,,diary record,,potatoes machine planted,Potatoes machine planted,,,,,
,4635,,W/CS/10,1968,stackyard series c,03-May-68,,,,diary record,,paraquat at 0.38 1b ion and linuron at 0.5 1b in 50 gals.,Paraquat,0.38,lb ion/acre,50,gallons/acre,
,4635,,W/CS/10,1968,stackyard series c,03-May-68,,,,diary record,,paraquat at 0.38 1b ion and linuron at 0.5 1b in 50 gals.,Linuron,0.5,lb/acre,50,gallons/acre,
,4636,,W/CS/10,1968,stackyard series c,13-Jun-68,,,,diary record,,rotary ridged,Rotary ridged,,,,,
,4637,,W/CS/10,1968,stackyard series c,12-Jul-68,,,,diary record,,mancozeb at 1.2 lb in 38 gals,Mancozeb,1.2,lb/acre,38,gallons/acre,
,4638,,W/CS/10,1968,stackyard series c,18-Jul-68,,,,diary record,,mancozeb at 1.2 lb in 38 gals,Mancozeb,1.2,lb/acre,38,gallons/acre,
,4639,,W/CS/10,1968,stackyard series c,30-Jul-68,,,,diary record,,mancozeb at 1.2 lb in 38 gals,Mancozeb,1.2,lb/acre,38,gallons/acre,
,4640,,W/CS/10,1968,stackyard series c,12-Jul-68,,,,diary record,,demeton-s-methyl at 3.5 oz in 38 gals,Demeton-s-methyl,3.5,oz/acre,38,gallons/acre,
,4641,,W/CS/10,1968,stackyard series c,04-Sep-68,,,,diary record,,sprayed with undiluted BOV at 15 gals,Sprayed with undiluted BOV,15,gallons/acre,,,sprayed with
,4642,,W/CS/10,1968,stackyard series c,02-Oct-68,,,,diary record,,lifted,Lifted,,,,,
,4643,,W/CS/10,1968,stackyard series c,,,,,variety,,Majestic,Majestic,,,,,
,4651,,W/CS/10,1969,stackyard series c,18-Oct-68,,,,diary record,,Deep-tine cultivated,Deep-tine cultivated,,,,,
,4652,,W/CS/10,1969,stackyard series c,07-Feb-69,,,,diary record,,ploughed,Ploughed,,,,,
,4653,,W/CS/10,1969,stackyard series c,08-Mar-69,,,,diary record,,ploughed,Ploughed,,,,,
,4654,,W/CS/10,1969,stackyard series c,17-Apr-69,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4655,,W/CS/10,1969,stackyard series c,01-May-69,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4656,,W/CS/10,1969,stackyard series c,22-May-69,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4657,,W/CS/10,1969,stackyard series c,17-Jun-69,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4658,,W/CS/10,1969,stackyard series c,28-Jun-69,,,,diary record,,Deep-tine cultivated,Deep-tine cultivated,,,,,
,4659,,W/CS/10,1969,stackyard series c,1-July-,,,,diary record,,subsoiled 56 inches apart 20 - 22 inches deep,Subsoiled 56 inches apart 20 - 22 inches deep,,,,,
,4660,,W/CS/10,1969,stackyard series c,,,,,variety,,fallow,Fallow,,,,,
,4667,,W/CS/10,1970,stackyard series c,30-Oct-69,,08-Nov-69,,diary record,,ploughed,Ploughed,,,,,
,4668,,W/CS/10,1970,stackyard series c,25-Mar-70,,,,diary record,,"N applied, 1.0 cwt N as 'Nitro-chalk' broadcast before planting.",Nitro-chalk broadcast before planting,1,cwtN/acre,,,
,4669,,W/CS/10,1970,stackyard series c,26-Mar-70,,,,diary record,,seed drilled at 135 lb.,Seed drilled,135,lb/acre,,,
,4670,,W/CS/10,1970,stackyard series c,26-Mar-70,,,,diary record,,P and K applied,PK applied,,,,,
,4671,,W/CS/10,1970,stackyard series c,18-May-70,,,,diary record,,ioxynil at 7.5 oz and mecoprop at 22.5 oz in 25 gals,Ioxynil,7.5,oz/acre,25,gallons/acre,
,4671,,W/CS/10,1970,stackyard series c,18-May-70,,,,diary record,,ioxynil at 7.5 oz and mecoprop at 22.5 oz in 25 gals,Mecoprop,22.5,oz/acre,25,gallons/acre,
,4672,,W/CS/10,1970,stackyard series c,12-Aug-70,,,,diary record,,combine harvested,Combine harvested,,,,,
,4673,,W/CS/10,1970,stackyard series c,,,,,variety,,Julia,Julia,,,,,
,4681,,W/CS/10,1971,stackyard series c,16-Sep-70,,,,diary record,,paraquat at 0.56 kg ion in 261 1 (treatment CAO PO Kl received 1.12 kg ion in 281 1),Paraquat,0.56,kg ion/ha,261,l/ha,
,4681,,W/CS/10,1971,stackyard series c,16-Sep-70,,,,diary record,,paraquat at 0.56 kg ion in 261 1 (treatment CAO PO Kl received 1.12 kg ion in 281 1),Paraquat (treatment CAO PO Kl),1.12,kg ion/ha,281,l/ha,(treatment CAO PO Kl)
,4682,,W/CS/10,1971,stackyard series c,28-Oct-70,,,,diary record,,ploughed,Ploughed,,,,,
,4683,,W/CS/10,1971,stackyard series c,04-Mar-71,,,,diary record,,"N, P and K applied, 126 kg N as 'Nitro-chalk' broadcast before planting.",PK applied,,,,,
,4683,,W/CS/10,1971,stackyard series c,04-Mar-71,,,,diary record,,"N, P and K applied, 126 kg N as 'Nitro-chalk' broadcast before planting.",Nitro-chalk broadcast before planting,126,kg/ha,,,
,4684,,W/CS/10,1971,stackyard series c,17-Mar-71,,,,diary record,,seed drilled at 157 kg,Seed drilled,157,kg/ha,,,
,4685,,W/CS/10,1971,stackyard series c,17-May-71,,,,diary record,,ioxynil at 0.525 kg and mecoprop at 1.58 kg in 281 l.,Ioxynil,0.525,kg/ha,281,l/ha,
,4685,,W/CS/10,1971,stackyard series c,17-May-71,,,,diary record,,ioxynil at 0.525 kg and mecoprop at 1.58 kg in 281 l.,Mecoprop,1.58,kg/ha,281,l/ha,
,4686,,W/CS/10,1971,stackyard series c,17-Aug-71,,,,diary record,,combine hervested,Combine harvested,,,,,
,4687,,W/CS/10,1971,stackyard series c,,,,,variety,,Julia,Julia,,,,,
,4697,,W/CS/10,1972,stackyard series c,09-Sep-71,,,,diary record,,paraquat at 0.56 kg ion in 280 l,Paraquat,0.56,kg ion/ha,280,l/ha,
,4698,,W/CS/10,1972,stackyard series c,27-Oct-71,,,,diary record,,ploughed,Ploughed,,,,,
,4699,,W/CS/10,1972,stackyard series c,14-Mar-72,,,,diary record,,"N, P and K applied, 130 kg N as 'Nitro-chalk' broadcast before sowing.",PK applied,,,,,
,4699,,W/CS/10,1972,stackyard series c,14-Mar-72,,,,diary record,,"N, P and K applied, 130 kg N as 'Nitro-chalk' broadcast before sowing.",Nitro-chalk broadcast before sowing,130,kg/ha,,,
,4700,,W/CS/10,1972,stackyard series c,15-Mar-72,,,,diary record,,seed drilled,Seed drilled,,,,,
,4701,,W/CS/10,1972,stackyard series c,03-Jul-72,,,,diary record,,CAO plots cut and carted because the crop had failed and plots were very weedy,CAO plots cut and carted because the crop had failed and plots were very weedy,,,,,
,4702,,W/CS/10,1972,stackyard series c,04-Jul-72,,,,diary record,,CAO plots rotary cultivated,CAO plots rotary cultivated,,,,,
,4703,,W/CS/10,1972,stackyard series c,18-Jul-72,,,,diary record,,CAO plots rotary cultivated,CAO plots rotary cultivated,,,,,
,4704,,W/CS/10,1972,stackyard series c,31-Jul-72,,,,diary record,,CAO plots rotary cultivated,CAO plots rotary cultivated,,,,,
,4705,,W/CS/10,1972,stackyard series c,15-Aug-72,,,,diary record,,combine harvested,Combine harvested,,,,,
,4712,,W/CS/10,1973,stackyard series c,28-Sep-72,,,,diary record,,Deep-tine cultivated,Deep-tine cultivated,,,,,
,4713,,W/CS/10,1973,stackyard series c,27-Dec-72,,,,diary record,,ploughed,Ploughed,,,,,
,4714,,W/CS/10,1973,stackyard series c,28-Feb-73,,,,diary record,,P and K applied,PK applied,,,,,
,4715,,W/CS/10,1973,stackyard series c,08-Mar-73,,,,diary record,,"N applied, 130 kg N as 'Nitro-chalk' broadcast before sowing.",Nitro-chalk broadcast before sowing,130,kg/ha,,,
,4716,,W/CS/10,1973,stackyard series c,12-Mar-73,,,,diary record,,seed sown,Seed sown,,,,,
,4717,,W/CS/10,1973,stackyard series c,11-May-73,,,,diary record,,ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 280 l,Ioxynil,0.53,kg/ha,280,l/ha,
,4717,,W/CS/10,1973,stackyard series c,11-May-73,,,,diary record,,ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 280 l,Mecoprop,1.6,kg/ha,280,l/ha,
,4718,,W/CS/10,1973,stackyard series c,02-Jul-73,,,,diary record,,certain plots without lime rotary cultivated,Certain plots without lime rotary cultivated,,,,,
,4719,,W/CS/10,1973,stackyard series c,13-Aug-73,,,,diary record,,combine harvested,Combine harvested,,,,,
,4731,,W/CS/10,1974,stackyard series c,13-Sep-73,,,,diary record,,aminotriazole at 4.5 kg plus ammonium thiocyanate at 4.1 kg in 370 1,Aminotriazole,4.5,kg/ha,370,l/ha,
,4731,,W/CS/10,1974,stackyard series c,13-Sep-73,,,,diary record,,aminotriazole at 4.5 kg plus ammonium thiocyanate at 4.1 kg in 370 1,Ammonium thiocyanate,4.1,kg/ha,370,l/ha,
,4732,,W/CS/10,1974,stackyard series c,25-Oct-73,,,,diary record,,subsoiled tines 140 cm apart 50 cm deep,Subsoiled: tines 140 cm apart and 50 cm deep,,,,,
,4733,,W/CS/10,1974,stackyard series c,13-Nov-73,,,,diary record,,ploughed,Ploughed,,,,,
,4734,,W/CS/10,1974,stackyard series c,04-Apr-74,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4735,,W/CS/10,1974,stackyard series c,16-Apr-74,,,,diary record,,"Basal N treatment 250 kg N as 'Nitro-chalk, P, K and Mg applied",Basal N as Nitro-chalk,250,kgN/ha,,,
,4735,,W/CS/10,1974,stackyard series c,16-Apr-74,,,,diary record,,"Basal N treatment 250 kg N as 'Nitro-chalk, P, K and Mg applied",Treatment P as superphosphate,125,kgP2O5/ha,,,
,4735,,W/CS/10,1974,stackyard series c,16-Apr-74,,,,diary record,,"Basal N treatment 250 kg N as 'Nitro-chalk, P, K and Mg applied",Treatment K as muriate of potash,188,kgK2O/ha,,,
,4735,,W/CS/10,1974,stackyard series c,16-Apr-74,,,,diary record,,"Basal N treatment 250 kg N as 'Nitro-chalk, P, K and Mg applied",Treatment Mg as Epsom Salts,112,kgMg/ha,,,
,4736,,W/CS/10,1974,stackyard series c,17-Apr-74,,,,diary record,,rotary cultivated potatoes planted,Rotary cultivated,,,,,
,4736,,W/CS/10,1974,stackyard series c,17-Apr-74,,,,diary record,,rotary cultivated potatoes planted,Potatoes planted,,,,,
,4737,,W/CS/10,1974,stackyard series c,15-May-74,,,,diary record,,"Linuron at 1.2 kg plus paraquat at 0.28 kg ion in 280 1,",Linuron,1.2,kg/ha,280,l/ha,
,4737,,W/CS/10,1974,stackyard series c,15-May-74,,,,diary record,,"Linuron at 1.2 kg plus paraquat at 0.28 kg ion in 280 1,",Paraquat,0.28,kg ion/ha,280,l/ha,
,4738,,W/CS/10,1974,stackyard series c,12-Jun-74,,,,diary record,,rotary ridged,Rotary ridged,,,,,
,4739,,W/CS/10,1974,stackyard series c,19-Jul-74,,,,diary record,,demeton-s-methyl at 0.25 kg and mancozeb at 1.3 kg in 450 1.,Mancozeb,1.3,kg/ha,450,l/ha,
,4739,,W/CS/10,1974,stackyard series c,19-Jul-74,,,,diary record,,demeton-s-methyl at 0.25 kg and mancozeb at 1.3 kg in 450 1.,Demeton-s-methyl,0.25,kg/ha,450,l/ha,
,4740,,W/CS/10,1974,stackyard series c,07-Aug-74,,,,diary record,,mancozeb at 1.3 kg in 450 1,Mancozeb,1.3,kg/ha,450,l/ha,
,4741,,W/CS/10,1974,stackyard series c,12-Sep-74,,,,diary record,,Haulm mechanically destroyed,Haulm mechanically destroyed,,,,,
,4742,,W/CS/10,1974,stackyard series c,30-Sep-74,,,,diary record,,sprayed with undiluted BOV at 170,Sprayed with undiluted BOV,170,l/ha,,,sprayed with
,4743,,W/CS/10,1974,stackyard series c,30-Sep-74,,,,diary record,,lifted,Lifted,,,,,
,4749,,W/CS/10,1975,stackyard series c,11-Dec-74,,,,diary record,,ploughed,Ploughed,,,,,
,4750,,W/CS/10,1975,stackyard series c,17-Mar-75,,,,diary record,,treatment P and K applied,Treatment P as superphosphate,,,,,
,4750,,W/CS/10,1975,stackyard series c,17-Mar-75,,,,diary record,,treatment P and K applied,Treatment K as muriate of potash,,,,,
,4751,,W/CS/10,1975,stackyard series c,20-Mar-75,,,,diary record,,"spring-tine cultivated, seed sown, N applied, 80 kg N as 'Nitro-chalk' combine drilled",Spring-tine cultivated,,,,,
,4751,,W/CS/10,1975,stackyard series c,20-Mar-75,,,,diary record,,"spring-tine cultivated, seed sown, N applied, 80 kg N as 'Nitro-chalk' combine drilled",Seed sown,,,,,
,4751,,W/CS/10,1975,stackyard series c,20-Mar-75,,,,diary record,,"spring-tine cultivated, seed sown, N applied, 80 kg N as 'Nitro-chalk' combine drilled",Nitro-chalk combine drilled,80,kgN/ha,,,
,4752,,W/CS/10,1975,stackyard series c,22-May-75,,,,diary record,,ioxynil at 0.52 kg with mecoprop at 1.6 kg in 280 1,Ioxynil,0.52,kg/ha,280,l/ha,
,4752,,W/CS/10,1975,stackyard series c,22-May-75,,,,diary record,,ioxynil at 0.52 kg with mecoprop at 1.6 kg in 280 1,Mecoprop,1.6,kg/ha,280,l/ha,
,4753,,W/CS/10,1975,stackyard series c,18-Aug-75,,,,diary record,,combine harvested,Combine harvested,,,,,
,4760,,W/CS/10,1976,stackyard series c,02-Sep-75,,,,diary record,,"Heavy spring-tine cultivated, rotary cultivated",Heavy spring-tine cultivated,,,,,
,4760,,W/CS/10,1976,stackyard series c,02-Sep-75,,,,diary record,,"Heavy spring-tine cultivated, rotary cultivated",Rotary cultivated,,,,,
,4761,,W/CS/10,1976,stackyard series c,21-Oct-75,,,,diary record,,ploughed,Ploughed,,,,,
,4762,,W/CS/10,1976,stackyard series c,09-Mar-76,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4763,,W/CS/10,1976,stackyard series c,26-Mar-76,,,,diary record,,"treatment P, K and Mg applied",Treatment P as superphosphate,,,,,
,4763,,W/CS/10,1976,stackyard series c,26-Mar-76,,,,diary record,,"treatment P, K and Mg applied",Treatment K as muriate of potash,,,,,
,4763,,W/CS/10,1976,stackyard series c,26-Mar-76,,,,diary record,,"treatment P, K and Mg applied",Treatment Mg as Epsom Salts,,,,,
,4764,,W/CS/10,1976,stackyard series c,29-Mar-76,,,,diary record,,Basal N applied at 170 kg N,Basal N applied,170,kg/ha,,,
,4765,,W/CS/10,1976,stackyard series c,30-Mar-76,,,,diary record,,spring-tine cultivated with crumbler,Spring-tine cultivated with crumbler attached,,,,,
,4766,,W/CS/10,1976,stackyard series c,31-Mar-76,,,,diary record,,"rolled, seed sown",Rolled,,,,,
,4766,,W/CS/10,1976,stackyard series c,31-Mar-76,,,,diary record,,"rolled, seed sown",Seed sown,,,,,
,4767,,W/CS/10,1976,stackyard series c,07-Jul-76,,,,diary record,,Harvested green,Harvested green,,,,,
,4775,,W/CS/10,1977,stackyard series c,16-Aug-76,,,,diary record,,power harrowed,Power harrowed,,,,,
,4776,,W/CS/10,1977,stackyard series c,23-Nov-76,,,,diary record,,ploughed,Ploughed,,,,,
,4777,,W/CS/10,1977,stackyard series c,09-Mar-77,,,,diary record,,spring-tine cultivated with crumbler attached,Spring-tine cultivated with crumbler attached,,,,,
,4778,,W/CS/10,1977,stackyard series c,18-Mar-77,,,,diary record,,"treatment P, K and Mg applied",Treatment P as superphosphate,,,,,
,4778,,W/CS/10,1977,stackyard series c,18-Mar-77,,,,diary record,,"treatment P, K and Mg applied",Treatment K as muriate of potash,,,,,
,4778,,W/CS/10,1977,stackyard series c,18-Mar-77,,,,diary record,,"treatment P, K and Mg applied",Treatment Mg as Epsom Salts,,,,,
,4779,,W/CS/10,1977,stackyard series c,31-Mar-77,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown, N at 95 kg, combine drilled",Spring-tine cultivated with crumbler attached,,,,,
,4779,,W/CS/10,1977,stackyard series c,31-Mar-77,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown, N at 95 kg, combine drilled",Seed sown,,,,,
,4779,,W/CS/10,1977,stackyard series c,31-Mar-77,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown, N at 95 kg, combine drilled",N combine drilled,95,kg/ha,,,
,4780,,W/CS/10,1977,stackyard series c,30-May-77,,,,diary record,,ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 420 1,Ioxynil,0.53,kg/ha,420,l/ha,
,4780,,W/CS/10,1977,stackyard series c,30-May-77,,,,diary record,,ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 420 1,Mecoprop,1.6,kg/ha,420,l/ha,
,4781,,W/CS/10,1977,stackyard series c,03-Sep-77,,,,diary record,,combine harvested,Combine harvested,,,,,
,4787,,W/CS/10,1978,stackyard series c,23-Sep-77,,,,diary record,,paraquat at 0.56 kg ion in 220 1,Paraquat,0.56,kg ion/ha,220,l/ha,
,4788,,W/CS/10,1978,stackyard series c,30-Sep-77,,,,diary record,,ploughed,Ploughed,,,,,
,4789,,W/CS/10,1978,stackyard series c,09-Mar-78,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4790,,W/CS/10,1978,stackyard series c,13-Mar-78,,,,diary record,,"P, K and Mg applied, spring-tine cultivated with crumbler attached, N at 130 kg, combine drilled.","P, K and Mg applied",,,420,l/ha,
