Experiment,year,site,new_start_date,new_end_date,operation,operation_type,intensity,flag,old_operations,amount,unit,water volume,water volume unit,plot,tank_mixture,crop,variety,machine,dressing
CS326,1999,R/CS/326,20/08/1998,,straw removed,residue removal process,,3,straw removed,,,,,NONE: ,,,,,
CS326,1999,R/CS/326,20/08/1998,,straw applied and chopped.,residue management process,,3,straw applied and chopped.,,,,,"NORMAL,2 NORMAL, 4 NORMAL: ",,,,,
CS326,1999,R/CS/326,08/10/1998,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,1999,R/CS/326,13/10/1998,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1999,R/CS/326,23/08/1999,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,2000,R/CS/326,24/08/1999,,straw removed,residue removal process,,3,straw removed,,,,,NONE: ,,,,,
CS326,2000,R/CS/326,24/08/1999,,straw applied and chopped.,residue management process,,3,straw applied and chopped.,,,,,"NORMAL,2 NORMAL, 4 NORMAL: ",,,,,
CS326,2000,R/CS/326,16/09/1999,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,2000,R/CS/326,16/09/1999,,furrow pressed,tillage process,,3,furrow pressed.,,,,,,,,,,
CS326,2000,R/CS/326,17/09/1999,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2000,R/CS/326,12/08/2000,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,2001,R/CS/326,16/08/2000,,straw removed,residue removal process,,3,straw removed,,,,,,,,,,
CS326,2001,R/CS/326,22/08/2000,,chopped loaded straw,residue management process,,3,chopped loaded straw,,,,,,,,,,
CS326,2001,R/CS/326,22/08/2000,,Straw/normal,residue management process,,3,"Straw/normal, 15.5 kg per plot.",15.5,kg/plot,,,straw normal,,,,,
CS326,2001,R/CS/326,22/08/2000,,Load straw 2 x normal,residue management process,,3,"Straw/2 x normal, 31.0 kg per plot.",31,kg/plot,,,2 normal,,,,,
CS326,2001,R/CS/326,22/08/2000,,Load straw 4 x normal,residue management process,,3,"Straw/4 x normal, 62.0 kg per plot.",62,kg/plot,,,4 normal,,,,,
CS326,2001,R/CS/326,13/10/2000,,ploughed - thrown east,tillage process,,3,ploughed - thrown east,,,,,,,,,,
CS326,2001,R/CS/326,25/08/2001,,combine harvested plots for yield,harvesting process,,3,combine harvested plots for yield,,,,,,,,,,
CS326,2001,R/CS/326,25/08/2001,,straw swathed,windrowing,,3,carted straw,,,,,,,,,,
CS326,2001,R/CS/326,29/08/2001,,"combine harvested, all remaining wheat.",harvesting process,,3,"combine harvested, all remaining wheat.",,,,,,,,,,
CS326,2001,R/CS/326,29/08/2001,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2001,R/CS/326,29/08/2001,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2001,R/CS/326,29/08/2001,,straw swathed,windrowing,,3,swathed straw,,,,,,,,,,
CS326,2002,R/CS/326,29/08/2001,,straw treatments applied,residue management process,,3,straw treatments applied,,,,,,,,,,
CS326,2002,R/CS/326,30/08/2001,,straw chopped,residue management process,,3,straw chopped,,,,,,,,,,
CS326,2002,R/CS/326,14/09/2001,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,2002,R/CS/326,28/09/2001,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2002,R/CS/326,13/08/2002,,combine harvested plots for yield and discards,harvesting process,,3,"combine harvested plots for yield, and discards",,,,,,,,,,
CS326,2002,R/CS/326,13/08/2002,,chopped discard straw,residue management process,,3,chopped discard straw,,,,,,,,,,
CS326,2002,R/CS/326,14/08/2002,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2002,R/CS/326,14/08/2002,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2002,R/CS/326,30/08/2002,,spread and chopped straw as plan.,residue management process,,3,spread and chopped straw as plan.,,,,,,,,,,
CS326,2003,R/CS/326,14/08/2002,,straw treatments applied,residue management process,,3,straw treatments applied,,,,,,,,,,
CS326,2003,R/CS/326,18/08/2002,,straw chopped,residue management process,,3,straw chopped,,,,,,,,,,
CS326,2003,R/CS/326,17/09/2002,,ploughed 25 cm furrows.,tillage process,,3,ploughed 25 cm furrows.,,,,,,,,,,
CS326,2003,R/CS/326,04/08/2003,,combine harvested discards,harvesting process,,3,combine harvested discards,,,,,,,,,,
CS326,2003,R/CS/326,06/08/2003,,combine harvested plots for yield,harvesting process,,3,combine harvested plots for yield,,,,,,,,,,
CS326,2003,R/CS/326,07/08/2003,,Straw weighed,weighing process,,3,Straw weighed,,,,,,,,,,
CS326,2004,R/CS/326,18/08/2003,,straw treatments applied,residue management process,,3,straw treatments applied,,,,,,,,,,
CS326,2004,R/CS/326,18/08/2003,,straw chopped,residue management process,,3,straw chopped,,,,,,,,,,
CS326,2004,R/CS/326,24/09/2003,,ploughed 35 cm furrows.,tillage process,,3,ploughed 35 cm furrows.,,,,,,,,,,
CS326,2004,R/CS/326,25/09/2003,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2004,R/CS/326,27/09/2003,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2004,R/CS/326,31/08/2004,,combine harvested plots for yield,harvesting process,,3,combine harvested plots for yield,,,,,,,,,,
CS326,2005,R/CS/326,02/09/2004,,straw treatments applied,residue management process,,3,straw treatments applied,,,,,,,,,,
CS326,2005,R/CS/326,07/09/2004,,straw chopped,residue management process,,3,straw chopped,,,,,,,,,,
CS326,2005,R/CS/326,21/09/2004,,ploughed 35 cm furrows.,tillage process,,3,ploughed 35 cm furrows.,,,,,,,,,,
CS326,2005,R/CS/326,22/09/2004,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2005,R/CS/326,27/09/2004,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2005,R/CS/326,17/08/2005,,combine harvested plots for yield and discards,harvesting process,,3,"combine harvested plots far field, combine discards",,,,,,,,,,
CS326,2005,R/CS/326,17/08/2005,,swathed straw and weighed,windrowing,,3,swathed straw and weight,,,,,,,,,,
CS326,2006,R/CS/326,18/08/2005,,straw treatments applied,residue management process,,3,"Straw treatments applied, baled remaining straw.",,,,,,,,,,
CS326,2006,R/CS/326,18/08/2005,,baled remaining straw.,baling process,,3,,,,,,,,,,,
CS326,2006,R/CS/326,26/09/2005,,ploughed 35 cm furrows.,tillage process,,3,ploughed 35 cm furrows.,,,,,,,,,,
CS326,2006,R/CS/326,28/09/2005,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2006,R/CS/326,28/09/2005,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2006,R/CS/326,06/08/2006,,combine harvested plots for yield and discards,harvesting process,,3,"combine harvested plots far field, combine discards",,,,,,,,,,
CS326,2006,R/CS/326,06/08/2006,,straw swathed,windrowing,,3,"swathed straw, sampled and weighed.",,,,,,,,,,
CS326,2006,R/CS/326,06/08/2006,,straw baled,baling process,,3,,,,,,,,,,,
CS326,2006,R/CS/326,06/08/2006,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2007,R/CS/326,16/08/2006,,straw baled and removed,baling process,,3,"Baled, remove straw",,,,,,,,,,
CS326,2007,R/CS/326,12/10/2006,,Load straw Normal plots,residue management process,,3,Load straw normal 22.14 kg/plot,22.14,kg/plot,,,,,,,,
CS326,2007,R/CS/326,12/10/2006,,Load straw 2 x normal,residue management process,,3,Load Straw - 2 x Normal 44.28 kg/plot,44.28,kg/plot,,,,,,,,
CS326,2007,R/CS/326,12/10/2006,,Load straw 4 x normal,residue management process,,3,Load Straw - 4 x Normal 89.12 kg/piot,89.12,kg/plot,,,,,,,,
CS326,2007,R/CS/326,19/10/2006,,ploughed - thrown east,tillage process,,3,Plough / E,,,,,,,,,,
CS326,2007,R/CS/326,20/06/2007,,mowed paths,mowing process,,3,Mow / Rotavate paths,,,,,,,,,,
CS326,2007,R/CS/326,20/06/2007,,Rotavated paths,tillage process,,3,,,,,,,,,,,
CS326,2007,R/CS/326,03/09/2007,,combine harvested plots for yield,harvesting process,,3,combine harvest plots for yield,,,,,,,,,,
CS326,2007,R/CS/326,03/09/2007,,straw swathed,windrowing,,3,swathed straw,,,,,,,,,,
CS326,2007,R/CS/326,03/09/2007,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2007,R/CS/326,03/09/2007,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2008,R/CS/326,03/09/2007,,Load straw Normal plots,residue management process,,3,Load straw normal 10.68 kg/plot,10.68,kg/plot,,,,,,,,
CS326,2008,R/CS/326,03/09/2007,,Load straw 2 x normal,residue management process,,3,Load straw 2 x normal 21.36 kg/plot,21.36,kg/plot,,,,,,,,
CS326,2008,R/CS/326,03/09/2007,,Load straw 4 x normal,residue management process,,3,Load straw 4 x normal 42.72 kg/plot,42.72,kg/plot,,,,,,,,
CS326,2008,R/CS/326,03/09/2007,,straw baled,baling process,,3,Baled - plots,,,,,,,,,,
CS326,2008,R/CS/326,29/09/2007,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,2008,R/CS/326,14/10/2007,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2008,R/CS/326,17/06/2008,,mowed paths,mowing process,,3,Mow / Rotavate paths,,,,,,,,,,
CS326,2008,R/CS/326,17/06/2008,,Rotavated paths,tillage process,,3,,,,,,,,,,,
CS326,2008,R/CS/326,27/08/2008,,combine harvested plots for yield,harvesting process,,3,combine harvest plots for yield,,,,,,,,,,
CS326,2008,R/CS/326,27/08/2008,,straw swathed,windrowing,,3,Swath straw,,,,,,,,,,
CS326,2008,R/CS/326,27/08/2008,,straw baled,baling process,,3,"Sample, bale and weigh straw",,,,,,,,,,
CS326,2008,R/CS/326,27/08/2008,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2009,R/CS/326,28/08/2008,,Load straw Normal plots,residue management process,,3,Load straw Normal plots 24.30 kg/plot,24.3,kg/plot,,,,,,,,
CS326,2009,R/CS/326,28/08/2008,,Load straw x 2 Plots,residue management process,,3,Load straw x 2 Plots 48.60 kg/plot,48.6,kg/plot,,,,,,,,
CS326,2009,R/CS/326,28/08/2008,,Load straw x 4 Plots,residue management process,,3,Load straw x 4 Plots 97.20 kg/plot,97.2,kg/plot,,,,,,,,
CS326,2009,R/CS/326,28/08/2008,,Topped to chop straw,mowing process,,3,Topped to chop straw,,,,,,,,,,
CS326,2009,R/CS/326,02/10/2008,,ploughed - thrown east,tillage process,,3,ploughed - thrown east,,,,,,,,,,
CS326,2009,R/CS/326,04/10/2008,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2009,R/CS/326,25/06/2009,,mowed paths,mowing process,,3,Mow / Rotavate paths,,,,,,,,,,
CS326,2009,R/CS/326,25/06/2009,,Rotavated paths,tillage process,,3,,,,,,,,,,,
CS326,2009,R/CS/326,13/08/2009,,combine harvested discards,harvesting process,,3,Combine harvest discards,,,,,,,,,,
CS326,2009,R/CS/326,15/08/2009,,combine harvested plots for yield,harvesting process,,3,combine harvest plots for yield,,,,,,,,,,
CS326,2009,R/CS/326,15/08/2009,,straw baled,baling process,,3,"Sample, bale and weigh straw",,,,,,,,,,
CS326,2009,R/CS/326,15/08/2009,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2009,R/CS/326,19/08/2009,,straw baled,baling process,,3,"Sample, bale and weigh straw",,,,,,,,,,
CS326,2009,R/CS/326,19/08/2009,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2010,R/CS/326,19/08/2009,,Load straw,residue management process,,3,Load straw,,,,,,,,,,
CS326,2010,R/CS/326,04/05/2010,,mowed paths,mowing process,,3,Mow / Rotavate paths,,,,,,,,,,
CS326,2010,R/CS/326,04/05/2010,,Rotavated paths,tillage process,,3,,,,,,,,,,,
CS326,2010,R/CS/326,10/05/2010,,mowed paths,mowing process,,3,Mow / Rotavate paths,,,,,,,,,,
CS326,2010,R/CS/326,10/05/2010,,Rotavated paths,tillage process,,3,,,,,,,,,,,
CS326,2010,R/CS/326,07/06/2010,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2010,R/CS/326,17/06/2010,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2010,R/CS/326,14/07/2010,,mowed paths,mowing process,,3,Mow / Rotavate paths,,,,,,,,,,
CS326,2010,R/CS/326,14/07/2010,,Rotavated paths,tillage process,,3,,,,,,,,,,,
CS326,2010,R/CS/326,31/08/2010,,combine harvested plots for yield,harvesting process,,3,combine harvest plots for yield,,,,,,,,,,
CS326,2010,R/CS/326,31/08/2010,,straw baled,baling process,,3,"Sample, bale and weigh straw",,,,,,,,,,
CS326,2010,R/CS/326,31/08/2010,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2010,R/CS/326,01/09/2010,,straw baled,baling process,,3,"Sample, bale and weigh straw",,,,,,,,,,
CS326,2010,R/CS/326,01/09/2010,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2010,R/CS/326,04/09/2010,,straw baled,baling process,,3,Baled,,,,,,,,,,
CS326,2011,R/CS/326,04/09/2010,,Load straw,residue management process,,3,Load straw,,,,,,,,,,
CS326,2011,R/CS/326,21/09/2010,22/09/1910,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,2011,R/CS/326,11/10/2010,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2011,R/CS/326,16/10/2010,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2011,R/CS/326,11/05/2011,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2011,R/CS/326,23/05/2011,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2011,R/CS/326,08/06/2011,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2011,R/CS/326,27/06/2011,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2011,R/CS/326,26/07/2011,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2011,R/CS/326,16/08/2011,,Combined plots for yield,harvesting process,,3,Combined for yields,,,,,,,,,,
CS326,2012,R/CS/326,17/08/2011,,"Straw applied to treatments, as per plan",residue management process,,3,"Straw applied to treatments, as per plan",,,,,,,,,,
CS326,2012,R/CS/326,17/09/2011,19/09/1911,ploughed,tillage process,,3,Ploughed - started .,,,,,,,,,,
CS326,2012,R/CS/326,20/09/2011,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2012,R/CS/326,16/04/2012,,mowed paths,mowing process,,3,Mowed Paths :,,,,,,,,,,
CS326,2012,R/CS/326,16/05/2012,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2012,R/CS/326,15/06/2012,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2012,R/CS/326,09/07/2012,,Topped/Cut Paths,mowing process,,3,Topped/Cut Paths -,,,,,,,,,,
CS326,2012,R/CS/326,30/07/2012,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2012,R/CS/326,23/08/2012,,"Plots harvested, straw weighed",harvesting process,,3,"Plots harvested, straw weighed and baled-",,,,,,,,,,
CS326,2012,R/CS/326,23/08/2012,,straw baled,baling process,,3,,,,,,,,,,,
CS326,2012,R/CS/326,19/09/2012,,Subsoiled,tillage process,,3,SubSoiled :,,,,,,,,,,
CS326,2012,R/CS/326,20/09/2012,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,2013,R/CS/326,23/08/2012,,straw baled and weighed,baling process,,3,Baled and weighed straw,,,,,,,,,,
CS326,2013,R/CS/326,20/09/2012,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,2013,R/CS/326,13/06/2013,,cut paths,mowing process,,3,Cut Paths e v,,,,,,,,,,
CS326,2013,R/CS/326,18/07/2013,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2013,R/CS/326,13/08/2013,,Harvested plots,harvesting process,,3,Sampo - Harvested plots,,,,,,,,,Sampo,
CS326,2013,R/CS/326,13/08/2013,,straw baled,baling process,,3,"Baled weighed and sampled plots - The first and third split N applications of Nitram were 148 and 261 kg/ha, but the application dates were not recorded.",,,,,,,,,,
CS326,2013,R/CS/326,13/08/2013,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2014,R/CS/326,13/08/2013,,straw baled,baling process,,3,"Straw baled, sampled and loaded on plots See above .",,,,,,,,,,
CS326,2014,R/CS/326,13/08/2013,,straw sampled and loaded on plots,residue management process,,3,,,,,,,,,,,
CS326,2014,R/CS/326,03/10/2013,,Power-harrowed - Exp site and immediate surrounds .,tillage process,,3,Power-harrowed - Exp site and immediate surrounds .,,,,,,,,,,
CS326,2014,R/CS/326,05/10/2013,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2014,R/CS/326,20/06/2014,,cut paths,mowing process,,3,Cut Paths with Iseki and mower - -,,,,,,,,,Iseki and mower,
CS326,2014,R/CS/326,31/07/2014,,Cut Paths in and around experiment,mowing process,,3,Cut Paths in and around experiment,,,,,,,,,,
CS326,2014,R/CS/326,05/09/2014,,Harvested All Plots for Grain Yield .,harvesting process,,3,Sampo -Harvested All Plots for Grain Yield .,,,,,,,,,Sampo,
CS326,2014,R/CS/326,08/09/2014,,"baled straw, all plots with conventional baler",baling process,,3,"Sampled, Baled and Weighed Straw - All plots with conventional baler",,,,,,,,,,
CS326,2014,R/CS/326,08/09/2014,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2014,R/CS/326,10/09/2014,,straw baled and removed,baling process,,3,Baled and Removed all straw swath,,,,,,,,,,
CS326,2015,R/CS/326,11/09/2014,,"Loaded Straw by hand onto plots 4, 7, 11, 14",residue management process,,3,"Loaded Straw by hand onto plots 4, 7, 11, 14",,,,,,,,,,
CS326,2015,R/CS/326,11/09/2014,,"Loaded Straw by hand onto plots 2, 6, 10, 13",residue management process,,3,"Loaded Straw by hand onto plots 26, 10, 13 See above",,,,,,,,,,
CS326,2015,R/CS/326,11/09/2014,,"Loaded Straw by hand onto plots 3, 5, 9, 16",residue management process,,3,"Loaded Straw by hand onto plots 3, 5, 9, 16",,,,,,,,,,
CS326,2015,R/CS/326,04/08/2015,,Harvested surrounds of trial area,harvesting process,,3,Harvested surrounds of trial area - Swathed Straw ready to be removed.,,,,,,,,,,
CS326,2015,R/CS/326,04/08/2015,,straw swathed ready to be removed,windrowing,,3,,,,,,,,,,,
CS326,2015,R/CS/326,05/08/2015,,Harvested all plots for yield,harvesting process,,3,Harvested all plots for yield - Sampo - Swathed Straw to be baled,,,,,,,,,Sampo,
CS326,2015,R/CS/326,05/08/2015,,Swathed Straw to be baled,windrowing,,3,,,,,,,,,,,
CS326,2015,R/CS/326,05/08/2015,,"straw baled, conventional baled",baling process,,3,"Sampled, Baled and Weighed all plots on trial - 7 conventional baled.",,,,,,,,,,
CS326,2015,R/CS/326,05/08/2015,,Sampled and Weighed all plots on trial .,specimen collection process,,3,,,,,,,,,,,
CS326,2015,R/CS/326,05/08/2015,,"Loaded Straw onto plots 4, 7, 11, 14",residue management process,,3,"Loaded Straw onto plots 4, 7, 11, 14",17.87,kg/ha,,,,,,,,
CS326,2015,R/CS/326,05/08/2015,,"Loaded Straw onto plots 2, 6, 10, 13",residue management process,,3,"Loaded Straw onto plots 2, 6, 10, 13",35.74,kg/ha,,,,,,,,
CS326,2015,R/CS/326,05/08/2015,,"Loaded Straw onto plots 3, 5, 9, 16",residue management process,,3,"Loaded Straw onto plots 3, 5, 9, 16",71.4,kg/ha,,,,,,,,
